what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1335363651855
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1335363651863
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1335363651863
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1335363651874
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1335363651895
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1335363651904
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1335363651920
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1335363651931
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1335363651943
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1335363651943
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1335363651952
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1335363651963
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1335363651974
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1335363651981
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1335363651998
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1335363652005
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1335363652011
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1335363652021
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1335363652032
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1335363652042
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1335363652052
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1335363652054
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1335363652075
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1335363652075
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1335363652086
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1335363652100
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1335363652140
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1335363652154
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1335363652176
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1335363652188
os,sysinfo,,,"macosx",1335363652191
arch,sysinfo,,,"x86_64",1335363652191
ws,sysinfo,,,"cocoa",1335363652191
locale,sysinfo,,,"en_US",1335363652191
processors,sysinfo,,,"2",1335363652191
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335363652191
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-11M3635",1335363652191
java.specification.name,sysinfo,,,"Java Platform API Specification",1335363652191
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335363652191
java.specification.version,sysinfo,,,"1.6",1335363652191
java.vendor,sysinfo,,,"Apple Inc.",1335363652191
java.version,sysinfo,,,"1.6.0_31",1335363652191
java.vm.info,sysinfo,,,"mixed mode",1335363652191
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1335363652191
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335363652191
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335363652191
java.vm.specification.version,sysinfo,,,"1.0",1335363652191
java.vm.vendor,sysinfo,,,"Apple Inc.",1335363652191
java.vm.version,sysinfo,,,"20.6-b01-415",1335363652191
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335363652249
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1335363652483
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1335363652643
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1335363652670
started,bundle,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,"com.android.ide.eclipse.ddms",1335363654610
started,bundle,com.android.ide.eclipse.adt,8.0.1.v201012062107-82219,"com.android.ide.eclipse.adt",1335363655358
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363667729
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1335363689212
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335363703585
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363715627
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363720989
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363721382
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363721499
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335363766492
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363784252
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363785073
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363794341
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363794747
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363797270
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363800089
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335363848204
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363848330
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363855749
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363855859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363873174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363874129
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363875260
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363876256
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363878883
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363898600
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363909444
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363914788
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363952899
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335363992381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335363992468
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335363995043
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335363997283
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335364018186
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1335364031704
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1335364031824
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1335364044535
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364044690
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335364058858
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364075842
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364086310
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364086459
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364086602
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364086898
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364149761
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364165691
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364173562
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364173929
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364175239
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364196455
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364240930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364243819
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335364248807
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364256771
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364270196
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364315522
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364316467
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364332488
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364357961
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364366236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364366408
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364366522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364371819
error,log,,,"Unhandled event loop exception",1335364372032
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364372216
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364372300
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364376691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364389453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364476989
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364483888
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364488714
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364508982
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364514417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364532426
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364560548
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364562333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364590054
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335364591718
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364594798
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364601632
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364602871
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364636046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364646016
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364652436
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335364673145
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364683240
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364691453
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335364692941
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364702588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364703505
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364712325
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364724913
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364725606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364759696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364760606
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364763092
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335364763645
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364767050
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364794039
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364794927
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364807259
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364818163
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364849908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364871156
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335364878498
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335364881919
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365474747
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335365480006
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335365518226
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335365536494
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365556965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365843403
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335365851344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365865735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365873750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365887870
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365894538
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335365904961
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365906434
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365952614
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365963789
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365968255
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335365975876
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335365986189
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335365989661
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367189120
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367190113
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367202614
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367233070
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367235149
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367240768
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367242944
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367260278
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367264574
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367269259
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367269340
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367273398
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367274681
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367275661
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367277445
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367280193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367306158
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367307295
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367316189
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367317102
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367318119
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367340925
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367346868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1335367349765
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367352258
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335367353482
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367356571
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335367369379
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367388566
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367392337
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335367394259
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335367410514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367412548
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367420179
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1335367426159
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367427088
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335367428853
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367435548
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367465169
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367473264
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367487187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367488422
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367490460
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367505991
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367507740
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367509155
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367514044
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367517330
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367531742
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367535048
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367541743
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367566940
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367571566
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367581846
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367600981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367603693
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367625394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367635500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367636856
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367647877
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367659053
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367664023
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367673581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335367677567
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367680579
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335367690608
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335367692422
