what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335379671266
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379680681
error,log,,,"Unhandled event loop exception",1335379686705
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379692425
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335379708221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379715103
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379724760
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335379725825
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379738408
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1335379742721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379746133
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335379753116
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379762487
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379772177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379776040
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379801793
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379813864
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379819310
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379821141
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379825421
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379826277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379826347
error,log,,,"Unhandled event loop exception",1335379826397
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1335379833848
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335379840765
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335379847059
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335379847389
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379856302
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379857170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379857386
error,log,,,"Unhandled event loop exception",1335379857452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379863011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379869127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379870866
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379872145
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1335379876509
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1335379876533
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1335379877100
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1335379877110
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335379918606
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335379923944
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335379926119
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1335379928833
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335379940579
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335379940599
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1335379940620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379944294
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379946030
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379974837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335379981712
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335379983553
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335379991837
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380003997
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380005449
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380006644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380007722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380008636
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380008844
error,log,,,"Unhandled event loop exception",1335380008877
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380032576
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380034570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380035489
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380035747
error,log,,,"Unhandled event loop exception",1335380035771
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380039353
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.ProblemView.",1335380057847
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1335380058349
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1335380058538
opened,view,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,"com.android.ide.eclipse.ddms.views.LogCatView",1335380058647
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1335380058722
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.perspectives.showPerspective",1335380058734
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1335380058734
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1335380061381
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380065715
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380068158
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380070253
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1335380070273
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380070860
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380072285
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380073226
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380073440
error,log,,,"Unhandled event loop exception",1335380073468
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380079509
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380079603
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.TaskList",1335380079822
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380088286
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1335380088311
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380094894
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380094917
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380095648
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380097173
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380097226
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380097240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380111631
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380112994
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380113311
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380114477
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380115428
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380115646
error,log,,,"Unhandled event loop exception",1335380115671
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1335380126686
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380128789
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380129701
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380129912
error,log,,,"Unhandled event loop exception",1335380129940
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380138109
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1335380141852
error,log,,,"Internal Error",1335380149062
error,log,,,"Internal Error",1335380199418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380218895
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1335380219004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380236181
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380237131
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380237384
error,log,,,"Unhandled event loop exception",1335380237407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380258766
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380266704
activated,view,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,"com.android.ide.eclipse.ddms.views.LogCatView",1335380306679
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380306764
closed,view,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,"com.android.ide.eclipse.ddms.views.LogCatView",1335380306775
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380323682
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380340867
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1335380340972
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380375803
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380380375
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335380383713
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380384386
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380395187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380399748
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380405351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380410015
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380445142
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380476389
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380495734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380499589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380523626
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380530279
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380548458
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380581894
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380590910
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380598993
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380605425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380617901
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380643230
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380653188
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380665612
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380667353
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380702044
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380716628
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380717876
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380736710
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380755841
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380764728
error,log,,,"Unhandled event loop exception",1335380805161
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380817071
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380827434
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335380850016
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380867331
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335380906356
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335380907406
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335380916943
