what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335368355805
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368368164
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368373665
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368393568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368426439
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335368427930
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335368432772
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335368432846
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368446482
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368460262
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368473857
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335368477204
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368479550
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368483375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368513916
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368515042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368529092
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368531541
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368553247
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368562556
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368567455
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368575161
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368577613
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335368584043
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368590389
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368600925
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368607117
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368607296
error,log,,,"Unhandled event loop exception",1335368607462
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368613380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368619465
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368656013
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335368662969
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368676291
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368678675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368686827
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368693882
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335368708556
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368710248
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368714125
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368730586
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368736952
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368759239
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368761986
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368773047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368782256
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368784681
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368795345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368800387
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1335368829867
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335368845043
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368857283
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368863989
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368871174
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368876581
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368890318
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335368907390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368915935
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368926619
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335368928466
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368941497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368943302
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368952808
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368956210
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368962628
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368972087
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368973980
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368981433
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368983139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368985692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335368987272
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335368998816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369007196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369011010
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369017809
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369025313
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369028609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369037497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369043676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369098864
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335369107345
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335369108537
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369122870
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369130367
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369131333
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369135182
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369370118
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369387236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369450598
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369458104
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369459727
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335369459782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369487685
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335369492704
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1335369503617
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369525118
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369531040
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369580872
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369585078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369586152
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369596048
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369598305
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369683045
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1335369688928
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335369692073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369753557
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369800305
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369809477
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369836294
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335369855221
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335369862794
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335369868914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370034280
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370069605
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370070790
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370070856
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370076262
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370077471
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370087095
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370094390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370123172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370125686
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370167655
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370172318
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370187932
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370189785
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370210126
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370222686
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335370239181
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335370250673
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370251811
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370280839
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335370295645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370323633
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370325667
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370330835
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370345669
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370351365
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370357865
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370361500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370372663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370388580
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370398595
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370399582
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370454815
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370472569
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370491239
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370497381
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370522665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370527210
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1335370534183
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335370537647
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1335370552013
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335370553916
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370568066
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370580440
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370583480
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370594623
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1335370596672
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335370598824
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370599741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1335370617795
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1335370618704
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370620480
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370625902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370639264
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370644098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370660019
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335370722201
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370732045
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370792416
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370804785
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335370824231
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335370824574
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335370824718
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335370824855
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1335370825359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370832238
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370840344
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335370846367
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370872386
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370876791
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370883615
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370905852
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370907860
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370908946
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370912172
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370919033
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370925238
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370936328
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370939768
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370948674
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370951948
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370957006
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335370981316
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1335370985096
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370990280
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335370999326
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335371006740
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371046365
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371046520
error,log,,,"Unhandled event loop exception",1335371046566
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371108859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371117413
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371142605
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371147132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371149626
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371157548
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371162408
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371166945
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1335371187769
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371188089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371189934
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371190782
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371192186
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371193363
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371198679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371311260
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371321527
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371324790
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371394185
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371405060
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371413261
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1335371436495
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371447164
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371454525
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371477320
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371486698
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371499371
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371499495
error,log,,,"Unhandled event loop exception",1335371499571
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371506595
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371516859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371529236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371532879
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371534178
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371566324
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335371568956
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371603743
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371607910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371610824
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1335371659132
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371664208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371664858
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371686309
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371689240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1335371691525
